Unnamed: 0_x,광역시도,시군,pop,moon,hong,ahn,ID,rate_moon,rate_hong,rate_ahn,Unnamed: 0_y,y,x,moon_vs_hong,moon_vs_ahn,ahn_vs_hong
125,강원도,고성군,18692.0,5664.0,6511.0,3964.0,고성(강원),30.30173336186604,34.83308367215921,21.206933447464156,3,0,10,-4.5313503102931705,9.094799914401886,-13.626150224695056
126,강원도,양양군,17853.0,5017.0,6687.0,3868.0,양양,28.101719598946957,37.45588976642581,21.665826471741447,19,2,10,-9.354170167478856,6.43589312720551,-15.790063294684366
127,강원도,인제군,20751.0,6574.0,6009.0,4759.0,인제,31.680400944532792,28.957640595633944,22.933834513999326,9,1,8,2.7227603488988485,8.746566430533466,-6.023806081634618
128,강원도,홍천군,43648.0,13851.0,13549.0,10023.0,홍천,31.733412756598238,31.04151392961877,22.96325146627566,17,2,8,0.6918988269794681,8.770161290322577,-8.078262463343108
129,강원도,횡성군,29447.0,8833.0,10423.0,6479.0,횡성,29.996264475158757,35.395795836587766,22.002241314904744,18,2,9,-5.399531361429009,7.994023160254013,-13.393554521683022
130,강원도,영월군,25925.0,8067.0,8779.0,5753.0,영월,31.116682738669237,33.86306653809065,22.19093539054966,71,7,10,-2.7463837994214124,8.925747348119575,-11.672131147540988
131,강원도,평창군,27444.0,8591.0,9348.0,5998.0,평창,31.303745809648742,34.06209007433319,21.85541466258563,60,6,10,-2.7583442646844496,9.448331147063112,-12.206675411747561
132,강원도,화천군,17083.0,5161.0,5019.0,4000.0,화천,30.211321196511154,29.380085465082246,23.415091026166365,1,0,8,0.831235731428908,6.7962301703447885,-5.96499443891588
133,강원도,양구군,14848.0,4526.0,4250.0,3519.0,양구,30.482219827586203,28.62338362068966,23.700161637931032,2,0,9,1.8588362068965445,6.782058189655171,-4.923221982758626
134,강원도,철원군,29103.0,8998.0,8437.0,7101.0,철원,30.917774799848814,28.99013847369687,24.399546438511493,0,0,7,1.9276363261519442,6.5182283613373215,-4.590592035185377
135,충청북도,청주시상당구,106316.0,42308.0,27108.0,21983.0,청주 상당,39.79457466420859,25.497573272132136,20.677038263290566,149,14,6,14.297001392076453,19.117536400918024,-4.820535008841571
136,충청북도,청주시서원구,134980.0,56521.0,30471.0,28912.0,청주 서원,41.87361090531931,22.57445547488517,21.4194695510446,150,14,7,19.29915543043414,20.45414135427471,-1.1549859238405702
137,충청북도,청주시흥덕구,153064.0,66281.0,31023.0,32756.0,청주 흥덕,43.30280144253385,20.267992473736477,21.400198609731877,127,12,7,23.03480896879737,21.90260283280197,1.1322061359953999
138,충청북도,청주시청원구,115327.0,50487.0,24026.0,24203.0,청주 청원,43.77725944488281,20.83293591266572,20.986412548665967,139,13,7,22.944323532217087,22.79084689621684,0.15347663600024575
139,충청북도,충주시,127426.0,43551.0,38532.0,28588.0,충주,34.17748340213143,30.238726790450926,22.434981871831493,126,12,6,3.9387566116805033,11.742501530299936,-7.803744918619433
140,충청북도,제천시,84700.0,28517.0,26977.0,17768.0,제천,33.668240850059036,31.850059031877215,20.977567886658797,102,10,7,1.8181818181818201,12.690672963400239,-10.872491145218419
141,충청북도,단양군,19905.0,5708.0,7901.0,4026.0,단양,28.676212007033406,39.69354433559407,20.22607385079126,115,11,7,-11.017332328560663,8.450138156242147,-19.46747048480281
142,충청북도,영동군,32554.0,10432.0,10958.0,7017.0,영동,32.045217177612585,33.660994040670886,21.55495484425877,161,15,7,-1.6157768630583007,10.490262333353815,-12.106039196412116
143,충청북도,보은군,22341.0,7268.0,7587.0,4910.0,보은,32.53211584083076,33.95998388612864,21.97753010160691,140,13,8,-1.4278680452978776,10.554585739223853,-11.98245378452173
144,충청북도,옥천군,33175.0,11181.0,10431.0,7465.0,옥천,33.70308967596081,31.442351168048226,22.501883948756593,160,15,6,2.260738507912585,11.201205727204218,-8.940467219291634
145,충청북도,음성군,56788.0,20723.0,15180.0,13381.0,음성,36.49186447841093,26.730999506938087,23.56307670634641,113,11,5,9.760864971472845,12.92878777206452,-3.1679228005916755
146,충청북도,진천군,41255.0,15844.0,10265.0,9489.0,진천,38.40504181311356,24.881832505150893,23.0008483820143,125,12,5,13.52320930796267,15.404193431099262,-1.8809841231365922
147,충청북도,괴산군,25824.0,7876.0,9435.0,5830.0,괴산,30.498760842627014,36.53578066914498,22.575898389095414,128,12,8,-6.037019826517962,7.9228624535316,-13.959882280049563
148,충청북도,증평군,21786.0,8109.0,5608.0,5126.0,증평,37.221151198017076,25.741301753419627,23.52887175250161,138,13,6,11.479849444597448,13.692279445515467,-2.212430000918019
149,충청남도,천안시서북구,212329.0,94202.0,37293.0,47891.0,천안 서북,44.36605456626273,17.563780736498547,22.55509139119009,111,11,3,26.802273829764186,21.810963175072644,4.991310654691542
150,충청남도,천안시동남구,151132.0,59695.0,34869.0,34933.0,천안 동남,39.49858401926792,23.071884180716197,23.114231268030597,110,11,2,16.426699838551727,16.384352751237326,0.04234708731440051
151,충청남도,공주시,67018.0,25036.0,18449.0,15814.0,공주,37.35712793577845,27.528425199200214,23.59664567728073,124,12,4,9.828702736578236,13.76048225849772,-3.931779521919484
152,충청남도,보령시,62825.0,20674.0,19453.0,15428.0,보령,32.90728213290887,30.963788300835652,24.55710306406685,134,13,2,1.9434938320732158,8.350179068842017,-6.406685236768801
153,충청남도,아산시,173795.0,73461.0,36741.0,38368.0,아산,42.2687649241923,21.140424062832647,22.076584481716964,109,11,1,21.12834086135965,20.192180442475333,0.9361604188843167
154,충청남도,서산시,98859.0,37376.0,24572.0,23237.0,서산,37.807382231258664,24.85560242365389,23.505194266581697,133,13,1,12.951779807604773,14.302187964676968,-1.350408157072195
155,충청남도,태안군,38740.0,12881.0,12666.0,8940.0,태안,33.249870934434696,32.69488900361384,23.076923076923077,108,11,0,0.5549819308208583,10.17294785751162,-9.617965926690761
156,충청남도,금산군,32968.0,11182.0,9416.0,8787.0,금산,33.91773841300655,28.56102887648629,26.6531181752002,157,15,3,5.356709536520263,7.264620237806355,-1.9079107012860916
157,충청남도,논산시,72434.0,28265.0,16948.0,18844.0,논산,39.02173012673607,23.39785183753486,26.015407129248697,146,14,3,15.623878289201208,13.00632299748737,2.6175552917138383
158,충청남도,계룡시,26530.0,9566.0,6261.0,6722.0,계룡,36.057293629853,23.59969845457972,25.337353938937053,147,14,4,12.45759517527328,10.719939690915947,1.737655484357333
159,충청남도,당진시,95417.0,37191.0,23597.0,20852.0,당진,38.977331083559534,24.730393954955616,21.853548109875597,121,12,1,14.246937128603918,17.123782973683937,-2.8768458450800196
160,충청남도,부여군,43288.0,13492.0,13761.0,11022.0,부여,31.1679911291813,31.789410460173723,25.46202180742931,145,14,2,-0.6214193309924241,5.70596932175199,-6.327388652744414
161,충청남도,서천군,34889.0,12554.0,9891.0,8744.0,서천,35.98268795322308,28.349909713663337,25.06234056579438,156,15,2,7.632778239559741,10.920347387428698,-3.2875691478689575
162,충청남도,홍성군,59645.0,21021.0,16682.0,14251.0,홍성,35.24352418475983,27.968815491658983,23.89303378321737,122,12,2,7.274708693100845,11.350490401542459,-4.075781708441614
163,충청남도,청양군,20667.0,6185.0,7104.0,5140.0,청양,29.9269366623119,34.37363913485266,24.870566603764455,135,13,3,-4.4467024725407605,5.056370058547444,-9.503072531088204
164,충청남도,예산군,49668.0,13880.0,18911.0,11243.0,예산,27.945558508496415,38.07481678344205,22.636305065635824,123,12,3,-10.129258274945638,5.309253442860591,-15.438511717806229
165,전라북도,전주시완산구,236383.0,157637.0,7003.0,50506.0,전주 완산,66.68711370953072,2.9625649898681377,21.36617269431389,202,19,3,63.724548719662586,45.32094101521683,18.40360770444575
166,전라북도,전주시덕진구,187921.0,125375.0,5183.0,40188.0,전주 덕진,66.71686506563928,2.7580738714672655,21.385582239345258,191,18,3,63.958791194172015,45.33128282629403,18.627508367877994
167,전라북도,군산시,172330.0,109379.0,6360.0,42387.0,군산,63.47066674403761,3.6905936285034526,24.596413857134568,167,16,2,59.78007311553416,38.87425288690304,20.905820228631114
168,전라북도,익산시,192208.0,123422.0,6470.0,45737.0,익산,64.21272787813203,3.366145009572963,23.795575626404727,168,16,3,60.84658286855907,40.4171522517273,20.429430616831763
169,전라북도,정읍시,73678.0,45894.0,2175.0,20111.0,정읍,62.289964439859936,2.9520345286245555,27.295800646054452,190,18,2,59.33792991123538,34.994163793805484,24.343766117429897
170,전라북도,남원시,55371.0,35539.0,1939.0,13854.0,남원,64.18341731231149,3.501833089523397,25.020317494717453,193,18,5,60.681584222788096,39.16309981759404,21.518484405194055
171,전라북도,김제시,57886.0,35870.0,2052.0,15880.0,김제,61.96662405417545,3.5448985937877895,27.43323083301662,179,17,3,58.421725460387655,34.53339322115883,23.88833223922883
172,전라북도,완주군,62470.0,41057.0,2107.0,13897.0,완주,65.7227469185209,3.372818953097487,22.245878021450295,180,17,4,62.34992796542341,43.4768688970706,18.87305906835281
173,전라북도,진안군,18107.0,11918.0,819.0,3904.0,진안,65.8198486773071,4.5231126083834985,21.560722372563095,192,18,4,61.29673606892361,44.259126304744015,17.037609764179596
174,전라북도,무주군,17019.0,10381.0,1225.0,3998.0,무주,60.99653328632705,7.197837710793818,23.49139197367648,170,16,5,53.79869557553323,37.50514131265057,16.293554262882658
175,전라북도,장수군,16079.0,10714.0,717.0,3353.0,장수,66.6334971080291,4.459232539337023,20.85328689595124,181,17,5,62.17426456869208,45.78021021207786,16.394054356614216
176,전라북도,임실군,20381.0,12893.0,771.0,5009.0,임실,63.259898925469805,3.782935086600265,24.576811736421174,203,19,4,59.47696383886954,38.683087189048635,20.79387664982091
177,전라북도,순창군,20126.0,12309.0,688.0,5624.0,순창,61.15969392825201,3.4184636788234126,27.943953095498358,213,20,3,57.7412302494286,33.21574083275365,24.525489416674944
178,전라북도,고창군,39188.0,23877.0,1215.0,11182.0,고창,60.929366132489534,3.1004389098703684,28.53424517709503,189,18,1,57.828927222619164,32.3951209553945,25.43380626722466
179,전라북도,부안군,36647.0,22482.0,1507.0,9837.0,부안,61.3474499959069,4.112205637569242,26.842579201571752,178,17,2,57.23524435833766,34.50487079433515,22.73037356400251
180,전라남도,목포시,145476.0,77896.0,2584.0,53303.0,목포,53.5456020237015,1.776238004894278,36.640408039814126,231,22,0,51.769364018807224,16.905193983887372,34.86417003491985
181,전라남도,여수시,185487.0,117586.0,4281.0,50228.0,여수,63.39312188994377,2.307978456711252,27.078986667529257,244,23,4,61.08514343323252,36.314135222414514,24.771008210818007
182,전라남도,순천시,181451.0,122595.0,4525.0,40429.0,순천,67.56369488181382,2.493786201233391,22.28094637119663,235,22,4,65.06990868058043,45.28274851061718,19.78716016996324
183,전라남도,나주시,71599.0,43967.0,1448.0,21011.0,나주,61.40728222461208,2.022374614170589,29.345381918741882,232,22,1,59.384907610441495,32.061900305870196,27.32300730457129
184,전라남도,광양시,96384.0,63544.0,4100.0,20080.0,광양,65.92795484727756,4.253818061088977,20.833333333333336,227,21,5,61.67413678618858,45.094621513944226,16.579515272244358
185,전라남도,담양군,33020.0,19961.0,698.0,10017.0,담양,60.451241671714115,2.113870381586917,30.336159903089037,212,20,2,58.337371290127194,30.11508176862508,28.22228952150212
186,전라남도,장성군,30670.0,17378.0,851.0,10167.0,장성,56.66123247473101,2.774698402347571,33.14965764590806,201,19,2,53.88653407238344,23.51157482882295,30.374959243560486
187,전라남도,곡성군,21247.0,12152.0,624.0,6850.0,곡성,57.19395679390031,2.9368852073233866,32.23984562526475,225,21,3,54.25707158657693,24.954111168635563,29.302960417941364
188,전라남도,구례군,18924.0,11873.0,628.0,5188.0,구례,62.740435425914185,3.3185373071232296,27.414922849291905,214,20,4,59.421898118790956,35.32551257662228,24.096385542168676
189,전라남도,고흥군,47036.0,26882.0,1349.0,15614.0,고흥,57.15196870482184,2.8680159877540605,33.19584998724381,236,22,5,54.28395271706778,23.95611871757803,30.32783399948975
190,전라남도,보성군,29967.0,16666.0,732.0,10514.0,보성,55.614509293556246,2.4426869556512165,35.08526045316515,248,24,3,53.17182233790503,20.529248840391098,32.64257349751393
191,전라남도,화순군,43572.0,25867.0,770.0,13832.0,화순,59.36610667401083,1.76718993849261,31.74515744055816,226,21,4,57.598916735518216,27.62094923345267,29.97796750206555
192,전라남도,장흥군,27149.0,14821.0,636.0,9593.0,장흥,54.59132933073041,2.3426277210946993,35.33463479317839,247,24,2,52.24870160963571,19.256694537552022,32.99200707208369
193,전라남도,강진군,25175.0,12476.0,753.0,10152.0,강진,49.557100297914594,2.991062562065541,40.32571996027806,246,24,1,46.56603773584905,9.231380337636537,37.334657398212514
194,전라남도,완도군,34886.0,20945.0,762.0,11021.0,완도,60.03841082382617,2.1842572951900476,31.59146935733532,249,25,2,57.85415352863612,28.44694146649085,29.407212062145273
195,전라남도,해남군,48351.0,25901.0,1158.0,18157.0,해남,53.568695580236195,2.394986660048396,37.55248081735642,240,23,0,51.1737089201878,16.016214762879777,35.15749415730802
196,전라남도,진도군,21189.0,10392.0,511.0,8855.0,진도,49.044315446694036,2.4116286752560288,41.79055170135448,245,24,0,46.63268677143801,7.253763745339555,39.378923026098455
197,전라남도,영암군,36402.0,18999.0,825.0,13610.0,영암,52.19218724245921,2.266358991264216,37.38805560134059,241,23,1,49.925828251195,14.804131641118623,35.12169661007637
198,전라남도,무안군,52516.0,29516.0,983.0,18052.0,무안,56.20382359661817,1.8718104958488844,34.37428593190647,223,21,1,54.33201310076929,21.8295376647117,32.50247543605759
199,전라남도,영광군,35919.0,20595.0,819.0,11675.0,영광,57.337342353629,2.2801302931596092,32.503688855480384,200,19,1,55.05721206046939,24.833653498148614,30.223558562320775
200,전라남도,함평군,23368.0,13539.0,471.0,7831.0,함평,57.93820609380349,2.015576857240671,33.51163984936665,211,20,1,55.92262923656281,24.426566244436835,31.49606299212598
201,전라남도,신안군,28950.0,14370.0,713.0,12000.0,신안,49.637305699481864,2.4628670120898097,41.45077720207254,222,21,0,47.174438687392055,8.186528497409327,38.98791018998273
202,경상북도,포항시북구,171444.0,38629.0,77138.0,26901.0,포항 북구,22.531555493338935,44.993117286110916,15.690837824595786,107,10,12,-22.46156179277198,6.8407176687431495,-29.30227946151513
203,경상북도,포항시남구,150740.0,34808.0,66319.0,24728.0,포항 남구,23.091415682632345,43.99562160010614,16.404404935650792,120,11,12,-20.904205917473796,6.687010746981553,-27.59121666445535
204,경상북도,울릉군,6810.0,1443.0,3520.0,973.0,울릉,21.18942731277533,51.68869309838473,14.287812041116005,83,8,13,-30.499265785609403,6.901615271659324,-37.40088105726873
205,경상북도,경주시,167296.0,38092.0,80090.0,23898.0,경주,22.769223412394798,47.87323068094874,14.284860367253252,132,12,12,-25.10400726855394,8.484363045141546,-33.588370313695485
206,경상북도,김천시,92184.0,22255.0,43998.0,12803.0,김천,24.141933524255837,47.72845613121583,13.888527293239608,117,11,9,-23.586522606959992,10.253406231016228,-33.83992883797622
207,경상북도,안동시,107357.0,23121.0,52978.0,15461.0,안동,21.536555604199073,49.34750412176197,14.401482902838195,93,9,10,-27.8109485175629,7.135072701360878,-34.946021218923775
208,경상북도,구미시,246638.0,62573.0,98732.0,41141.0,구미,25.370380882102516,40.0311387539633,16.680722354219544,105,10,10,-14.660757871860781,8.689658527882973,-23.350416399743754
209,경상북도,영주시,70861.0,15280.0,34504.0,10444.0,영주,21.563342318059302,48.69251068994228,14.73871382001383,104,10,9,-27.12916837188298,6.824628498045472,-33.95379686992845
210,경상북도,영천시,66091.0,12250.0,35328.0,9175.0,영천,18.535050158115325,53.45357159068557,13.882374302098622,130,12,10,-34.918521432570245,4.652675856016703,-39.571197288586944
211,경상북도,상주시,67717.0,12356.0,38171.0,9392.0,상주,18.246525983135697,56.36841561203243,13.869486244222278,116,11,8,-38.12188962889673,4.377039738913419,-42.49892936781015
212,경상북도,문경시,49113.0,8616.0,27832.0,6905.0,문경,17.543216663612483,56.66931362368416,14.059414004438745,81,8,10,-39.12609696007168,3.4838026591737385,-42.60989961924542
213,경상북도,예천군,32124.0,5261.0,18863.0,4427.0,예천,16.37716349147055,58.719337566928154,13.780973726808618,103,10,8,-42.342174075457606,2.5961897646619327,-44.938363840119536
214,경상북도,경산시,160794.0,35602.0,72129.0,24606.0,경산,22.141373434332127,44.85801709018993,15.302809806336057,131,12,11,-22.716643655857805,6.83856362799607,-29.555207283853875
215,경상북도,청도군,30398.0,5323.0,17678.0,3654.0,청도,17.51102046187249,58.15514178564379,12.020527666293836,142,13,10,-40.6441213237713,5.490492795578655,-46.134614119349955
216,경상북도,고령군,22396.0,3754.0,13248.0,2600.0,고령,16.76192177174495,59.153420253616716,11.609215931416324,141,13,9,-42.391498481871764,5.152705840328627,-47.54420432220039
217,경상북도,성주군,30070.0,5409.0,16788.0,3586.0,성주,17.988027934818756,55.829730628533426,11.925507149983371,143,13,11,-37.841702693714666,6.062520784835385,-43.90422347855005
218,경상북도,칠곡군,72006.0,16872.0,31540.0,11340.0,칠곡,23.431380718273477,43.80190539677249,15.748687609365886,129,12,9,-20.370524678499013,7.682693108907591,-28.053217787406602
219,경상북도,군위군,17627.0,2251.0,11651.0,1939.0,군위,12.770182106994952,66.09746411754695,11.000170193453226,118,11,10,-53.327282010552,1.770011913541726,-55.09729392409372
220,경상북도,의성군,37855.0,5365.0,23790.0,4767.0,의성,14.172500330207372,62.84506670188878,12.592788271034209,119,11,11,-48.67256637168141,1.579712059173163,-50.252278430854574
221,경상북도,청송군,18418.0,3218.0,10669.0,2387.0,청송,17.472038223477032,57.92702790748181,12.96014768161581,106,10,11,-40.45498968400477,4.511890541861222,-44.966880225866
222,경상북도,영양군,12048.0,2281.0,6554.0,1701.0,영양,18.932602921646748,54.39907038512616,14.118525896414344,94,9,11,-35.46646746347941,4.814077025232404,-40.28054448871181
223,경상북도,영덕군,26125.0,3786.0,16314.0,3231.0,영덕,14.491866028708134,62.44593301435407,12.367464114832535,72,7,11,-47.95406698564594,2.1244019138756,-50.07846889952153
224,경상북도,봉화군,22947.0,4209.0,12536.0,3370.0,봉화,18.3422669630017,54.63023488909226,14.68601560116791,82,8,11,-36.28796792609056,3.656251361833789,-39.94421928792435
225,경상북도,울진군,32568.0,6972.0,16867.0,4476.0,울진,21.407516580692704,51.79010071235569,13.74355195283714,61,6,11,-30.382584131662984,7.663964627855563,-38.046548759518544
226,경상남도,창원시의창구,164047.0,60757.0,56887.0,22830.0,창원 의창,37.03633714728096,34.677257127530524,13.916743372326223,216,20,6,2.3590800197504365,23.119593774954737,-20.7605137552043
227,경상남도,창원시성산구,153327.0,63717.0,42052.0,22923.0,창원 성산,41.556281672503864,27.426350218813383,14.950400125222563,217,20,7,14.129931453690482,26.6058815472813,-12.47595009359082
228,경상남도,창원시마산합포구,119281.0,35592.0,54488.0,14686.0,창원 합포,29.838784047752785,45.68036820616862,12.312103352587588,207,19,8,-15.841584158415838,17.526680695165197,-33.36826485358104
229,경상남도,창원시마산회원구,136757.0,45014.0,56340.0,17744.0,창원 회원,32.915316949041,41.19715992600013,12.974838582302917,229,21,7,-8.281842976959133,19.940478366738084,-28.222321343697217
230,경상남도,창원시진해구,114779.0,41249.0,40049.0,17435.0,창원 진해,35.93775864923026,34.89227123428502,15.19006089964192,218,20,8,1.0454874149452422,20.74769774958834,-19.702210334643098
231,경상남도,진주시,222813.0,73929.0,93751.0,26687.0,진주,33.17984139166027,42.076090712839914,11.97730832581582,194,18,6,-8.896249321179646,21.20253306584445,-30.098782387024094
232,경상남도,통영시,82855.0,25477.0,36128.0,10738.0,통영,30.7488986784141,43.6038863074045,12.959990344577877,230,21,8,-12.8549876289904,17.788908333836225,-30.643895962826626
233,경상남도,고성군,34603.0,9848.0,16797.0,4104.0,고성(경남),28.45996011906482,48.54203392769413,11.86024333150305,238,22,7,-20.082073808629307,16.59971678756177,-36.68179059619108
234,경상남도,사천시,71555.0,22370.0,32475.0,8350.0,사천,31.262665082803437,45.384669135629935,11.669345258891761,228,21,6,-14.122004052826497,19.593319823911678,-33.715323876738175
235,경상남도,김해시,318253.0,147972.0,82880.0,45126.0,김해,46.49508409975711,26.042173993646568,14.179285034233772,219,20,9,20.45291010611054,32.315799065523336,-11.862888959412796
236,경상남도,밀양시,70687.0,20842.0,32394.0,9073.0,밀양,29.484912360122795,45.82737985768246,12.835457722070537,184,17,8,-16.342467497559664,16.64945463805226,-32.99192213561192
237,경상남도,거제시,150230.0,68291.0,38775.0,20359.0,거제,45.457631631498366,25.810424016508023,13.551887106436796,239,22,8,19.647207614990343,31.90574452506157,-12.258536910071227
238,경상남도,의령군,19258.0,5115.0,10134.0,1984.0,의령,26.560390487070308,52.622286841831965,10.30221206771212,195,18,7,-26.061896354761657,16.258178419358188,-42.320074774119846
239,경상남도,함안군,43866.0,13597.0,19809.0,5399.0,함안,30.99667168194046,45.1579811243332,12.307937810605024,205,19,6,-14.161309442392739,18.688733871335437,-32.85004331372817
240,경상남도,창녕군,42878.0,10310.0,24464.0,3877.0,창녕,24.044964783805213,57.05489994869164,9.041932925976024,183,17,7,-33.00993516488643,15.003031857829189,-48.012967022715614
241,경상남도,양산시,199835.0,83412.0,58811.0,30945.0,양산,41.74043585958416,29.429779568143722,15.485275352165537,206,19,7,12.310656291440438,26.255160507418623,-13.944504215978185
242,경상남도,하동군,34324.0,11211.0,14864.0,4150.0,하동,32.66227712387833,43.30497611001049,12.090665423610302,215,20,5,-10.64269898613216,20.57161170026803,-31.21431068640019
243,경상남도,남해군,30208.0,8680.0,14166.0,3906.0,남해,28.73411016949153,46.89486228813559,12.930349576271185,237,22,6,-18.160752118644062,15.803760593220344,-33.96451271186441
244,경상남도,함양군,26640.0,7388.0,13008.0,3203.0,함양,27.732732732732735,48.82882882882883,12.023273273273274,182,17,6,-21.096096096096097,15.709459459459461,-36.80555555555556
245,경상남도,산청군,24513.0,6561.0,12544.0,2753.0,산청,26.765389793170968,51.17284706074328,11.230775506873904,204,19,5,-24.407457267572312,15.534614286297064,-39.942071553869376
246,경상남도,거창군,41325.0,11256.0,19976.0,4923.0,거창,27.237749546279495,48.338777979431335,11.912885662431941,171,16,6,-21.10102843315184,15.324863883847554,-36.425892316999395
247,경상남도,합천군,33021.0,7143.0,19699.0,3077.0,합천,21.6316889252294,59.65597649980315,9.318312588958541,172,16,7,-38.02428757457375,12.31337633627086,-50.33766391084461
248,제주특별자치도,제주시,273163.0,125717.0,48027.0,55971.0,제주,46.022704392615395,17.5818101280188,20.48996386772733,250,25,5,28.440894264596594,25.532740524888066,2.9081537397085278
249,제주특별자치도,서귀포시,101296.0,43776.0,20036.0,21890.0,서귀포,43.215921655346705,19.77965566261254,21.60993523929869,251,26,5,23.436265992734164,21.605986416048015,1.8302795766861486
250,경기도,부천시,181259.0,79899.0,33514.666666666664,42765.666666666664,부천 소사,44.08001809565319,18.489932453928727,23.593679026512707,30,4,2,25.59008564172446,20.48633906914048,5.1037465725839795
251,경기도,부천시,181259.0,79899.0,33514.666666666664,42765.666666666664,부천 오정,44.08001809565319,18.489932453928727,23.593679026512707,52,6,2,25.59008564172446,20.48633906914048,5.1037465725839795
252,경기도,부천시,181259.0,79899.0,33514.666666666664,42765.666666666664,부천 원미,44.08001809565319,18.489932453928727,23.593679026512707,41,5,2,25.59008564172446,20.48633906914048,5.1037465725839795
